profile_id,city,scenario,t,mean_loss,p99_brut,p99_theta,tail_ratio,var_tau,h_bar,follow_rate,c_excess,var_tau_norm,h_bar_norm,follow_rate_norm
P1,Frankfurt,baseline,1,612.67,935.24,935.24,1.5265,0.03215,0.699941,0.0,0.037756,1.0,1.0,0.0
P1,Frankfurt,baseline,2,616.655,877.36,877.36,1.4228,0.032824,0.700057,0.0,0.037461,1.020967,1.000166,0.0
P1,Frankfurt,baseline,3,598.225,891.34,891.34,1.49,0.033558,0.700105,0.0,0.037341,1.043801,1.000235,0.0
P1,Frankfurt,baseline,4,596.22,899.48,899.48,1.5086,0.034249,0.700232,0.0,0.037886,1.065293,1.000415,0.0
P1,Frankfurt,baseline,5,608.465,903.22,903.22,1.4844,0.03482,0.700147,0.0,0.035763,1.083046,1.000294,0.0
P1,Frankfurt,baseline,6,597.605,1004.12,1004.12,1.6802,0.035363,0.699985,0.0,0.036817,1.099921,1.000062,0.0
P1,Frankfurt,baseline,7,621.61,868.25,868.25,1.3968,0.035977,0.700102,0.0,0.038223,1.119013,1.00023,0.0
P1,Frankfurt,baseline,8,590.035,919.06,919.06,1.5576,0.036466,0.700005,0.0,0.033423,1.134236,1.000091,0.0
P1,Frankfurt,baseline,9,601.44,871.03,871.03,1.4482,0.036948,0.699925,0.0,0.035665,1.149239,0.999977,0.0
P1,Frankfurt,baseline,10,601.01,923.39,923.39,1.5364,0.037503,0.699929,0.0,0.036406,1.166504,0.999983,0.0
P1,Frankfurt,baseline,11,599.325,965.85,965.85,1.6116,0.038009,0.699886,0.0,0.034313,1.182237,0.999922,0.0
P1,Frankfurt,baseline,12,593.96,839.2,839.2,1.4129,0.038429,0.699803,0.0,0.034065,1.195297,0.999803,0.0
P1,Frankfurt,baseline,13,611.02,916.14,916.14,1.4994,0.038853,0.699739,0.0,0.036533,1.20848,0.999712,0.0
P1,Frankfurt,baseline,14,589.115,852.68,852.68,1.4474,0.039292,0.699854,0.0,0.032948,1.222149,0.999876,0.0
P1,Frankfurt,baseline,15,591.19,956.55,956.55,1.618,0.039645,0.699513,0.0,0.033342,1.233132,0.999389,0.0
P1,Frankfurt,baseline,16,599.385,962.15,962.15,1.6052,0.04006,0.69947,0.0,0.032483,1.246037,0.999327,0.0
P1,Frankfurt,baseline,17,607.135,977.1,977.1,1.6094,0.040351,0.699498,0.0,0.0341,1.255083,0.999368,0.0
P1,Frankfurt,baseline,18,590.82,822.18,822.18,1.3916,0.040808,0.699326,0.0,0.033603,1.269302,0.999122,0.0
P1,Frankfurt,baseline,19,603.24,880.0,880.0,1.4588,0.041203,0.699403,0.0,0.034958,1.281572,0.999232,0.0
P1,Frankfurt,baseline,20,594.03,911.19,911.19,1.5339,0.041599,0.69942,0.0,0.033113,1.293883,0.999256,0.0
P1,Frankfurt,G0,1,549.17,1699.03,2123.7875,3.0938,0.031802,0.689544,0.74235,0.076998,1.0,1.0,0.959335
P1,Frankfurt,G0,2,553.54,1667.24,2084.05,3.012,0.031893,0.679878,0.743555,0.082257,1.002859,0.985982,0.960892
P1,Frankfurt,G0,3,551.755,1676.08,2095.1,3.0377,0.031836,0.670563,0.743427,0.073945,1.001074,0.972474,0.960727
P1,Frankfurt,G0,4,534.7,1650.2,2062.75,3.0862,0.031715,0.6617,0.744722,0.076396,0.997271,0.95962,0.962401
P1,Frankfurt,G0,5,545.305,1666.08,2082.6,3.0553,0.031482,0.653333,0.745752,0.075841,0.989932,0.947486,0.963732
P1,Frankfurt,G0,6,591.12,1690.09,2112.6125,2.8591,0.031219,0.645422,0.747523,0.083166,0.981662,0.936014,0.966019
P1,Frankfurt,G0,7,587.055,1698.0,2122.5,2.8924,0.031041,0.637835,0.748498,0.083077,0.976053,0.925011,0.967279
P1,Frankfurt,G0,8,574.675,1666.0,2082.5,2.899,0.030746,0.630792,0.749298,0.076656,0.966788,0.914796,0.968313
P1,Frankfurt,G0,9,562.97,1602.43,2003.0375,2.8464,0.030427,0.623704,0.752583,0.081518,0.95675,0.904517,0.972558
P1,Frankfurt,G0,10,599.925,1715.08,2143.85,2.8588,0.030141,0.617582,0.754565,0.084483,0.947781,0.895639,0.97512
P1,Frankfurt,G0,11,593.79,1696.06,2120.075,2.8563,0.029876,0.611324,0.755728,0.079951,0.939441,0.886563,0.976622
P1,Frankfurt,G0,12,582.59,1724.02,2155.025,2.9592,0.029475,0.605491,0.757635,0.08022,0.926813,0.878104,0.979087
P1,Frankfurt,G0,13,573.335,1699.08,2123.85,2.9635,0.029057,0.599877,0.759675,0.084575,0.913676,0.869963,0.981724
P1,Frankfurt,G0,14,568.79,1726.04,2157.55,3.0346,0.028738,0.594744,0.763423,0.08047,0.903644,0.862518,0.986567
P1,Frankfurt,G0,15,563.495,1709.17,2136.4625,3.0332,0.028493,0.589678,0.764562,0.084952,0.895948,0.855171,0.98804
P1,Frankfurt,G0,16,573.07,1749.12,2186.4,3.0522,0.028178,0.585197,0.7673,0.08292,0.886039,0.848673,0.991577
P1,Frankfurt,G0,17,557.04,1756.14,2195.175,3.1526,0.027914,0.581076,0.768673,0.080305,0.877756,0.842696,0.993351
P1,Frankfurt,G0,18,574.635,1567.32,1959.15,2.7275,0.027641,0.576711,0.768965,0.087898,0.869169,0.836367,0.993729
P1,Frankfurt,G0,19,596.27,1738.23,2172.7875,2.9152,0.027292,0.572908,0.770895,0.087955,0.858197,0.830851,0.996223
P1,Frankfurt,G0,20,625.13,1659.89,2074.8625,2.6553,0.026938,0.569141,0.773817,0.089523,0.847049,0.825388,1.0
P1,Frankfurt,G1,1,558.1,1548.06,1857.672,2.7738,0.031906,0.6911,0.630607,0.059119,1.0,1.0,0.975124
P1,Frankfurt,G1,2,563.595,1542.14,1850.568,2.7363,0.032108,0.68287,0.630887,0.062462,1.006336,0.988091,0.975556
P1,Frankfurt,G1,3,562.845,1502.39,1802.868,2.6693,0.03221,0.674972,0.630235,0.056042,1.009531,0.976663,0.974548
P1,Frankfurt,G1,4,553.93,1523.14,1827.768,2.7497,0.032263,0.667398,0.631622,0.058749,1.011198,0.965704,0.976693
P1,Frankfurt,G1,5,563.095,1524.01,1828.812,2.7065,0.032167,0.660253,0.630473,0.057477,1.008193,0.955365,0.974915
P1,Frankfurt,G1,6,602.14,1507.41,1808.892,2.5034,0.032081,0.653426,0.630905,0.062648,1.005479,0.945486,0.975584
P1,Frankfurt,G1,7,599.06,1523.14,1827.768,2.5425,0.032004,0.647012,0.63157,0.062754,1.003069,0.936206,0.976612
P1,Frankfurt,G1,8,590.255,1526.08,1831.296,2.5855,0.031847,0.640926,0.63099,0.058113,0.998154,0.927399,0.975715
P1,Frankfurt,G1,9,582.845,1489.1,1786.92,2.5549,0.031601,0.634856,0.634345,0.061133,0.990438,0.918616,0.980903
P1,Frankfurt,G1,10,615.545,1543.64,1852.368,2.5078,0.031447,0.62955,0.63458,0.063386,0.98561,0.910939,0.981266
P1,Frankfurt,G1,11,612.285,1526.28,1831.536,2.4928,0.031235,0.624157,0.63691,0.059268,0.978971,0.903136,0.984869
P1,Frankfurt,G1,12,603.435,1545.05,1854.06,2.5604,0.030946,0.619038,0.637278,0.059282,0.969914,0.895728,0.985437
P1,Frankfurt,G1,13,595.73,1485.51,1782.612,2.4936,0.030657,0.614155,0.63803,0.063929,0.960853,0.888663,0.986601
P1,Frankfurt,G1,14,596.13,1563.01,1875.612,2.6219,0.030496,0.609605,0.6413,0.060167,0.955828,0.882079,0.991658
P1,Frankfurt,G1,15,590.46,1547.16,1856.592,2.6203,0.03035,0.605229,0.640692,0.0643,0.951227,0.875748,0.990718
P1,Frankfurt,G1,16,597.89,1609.23,1931.076,2.6915,0.030124,0.601183,0.643062,0.062126,0.944148,0.869893,0.994383
P1,Frankfurt,G1,17,586.065,1583.26,1899.912,2.7015,0.029931,0.597557,0.644435,0.06065,0.938097,0.864646,0.996505
P1,Frankfurt,G1,18,603.245,1450.77,1740.924,2.4049,0.029733,0.593796,0.64369,0.065266,0.931904,0.859203,0.995353
P1,Frankfurt,G1,19,625.335,1579.07,1894.884,2.5252,0.0295,0.590493,0.64579,0.064701,0.92459,0.854425,0.998601
P1,Frankfurt,G1,20,648.66,1560.12,1872.144,2.4051,0.02922,0.587336,0.646695,0.066716,0.91582,0.849856,1.0
P1,Frankfurt,G2,1,572.715,1344.01,1505.2912,2.3467,0.031985,0.696672,0.46413,0.040326,1.0,1.0,1.01851
P1,Frankfurt,G2,2,568.965,1292.69,1447.8128,2.272,0.032387,0.693702,0.463255,0.041851,1.012575,0.995737,1.01659
P1,Frankfurt,G2,3,575.33,1254.89,1405.4768,2.1812,0.03271,0.690738,0.462532,0.037742,1.022666,0.991482,1.015005
P1,Frankfurt,G2,4,564.2,1312.03,1469.4736,2.3255,0.032983,0.687941,0.462173,0.041349,1.031197,0.987467,1.014215
P1,Frankfurt,G2,5,568.815,1311.19,1468.5328,2.3051,0.03318,0.685202,0.459962,0.037846,1.037369,0.983537,1.009365
P1,Frankfurt,G2,6,596.07,1352.05,1514.296,2.2683,0.033327,0.682579,0.458402,0.040088,1.041964,0.979771,1.005941
P1,Frankfurt,G2,7,596.255,1271.01,1423.5312,2.1317,0.033529,0.680103,0.458505,0.040681,1.048277,0.976217,1.006166
P1,Frankfurt,G2,8,583.6,1291.07,1445.9984,2.2123,0.03357,0.677684,0.457315,0.038698,1.049573,0.972745,1.003555
P1,Frankfurt,G2,9,580.27,1237.59,1386.1008,2.1328,0.033606,0.675384,0.459413,0.040392,1.050682,0.969444,1.008158
P1,Frankfurt,G2,10,599.155,1277.11,1430.3632,2.1315,0.033737,0.673447,0.457572,0.039869,1.054792,0.966663,1.00412
P1,Frankfurt,G2,11,596.895,1267.42,1419.5104,2.1234,0.033789,0.671278,0.457945,0.039462,1.056411,0.963551,1.004938
P1,Frankfurt,G2,12,593.83,1239.62,1388.3744,2.0875,0.033825,0.669252,0.45732,0.039546,1.057519,0.960642,1.003566
P1,Frankfurt,G2,13,588.825,1228.13,1375.5056,2.0857,0.033821,0.667433,0.456188,0.041012,1.057404,0.95803,1.001081
P1,Frankfurt,G2,14,589.095,1295.07,1450.4784,2.1984,0.033827,0.665682,0.457912,0.038922,1.057607,0.955517,1.004866
P1,Frankfurt,G2,15,582.95,1228.73,1376.1776,2.1078,0.033873,0.664029,0.457173,0.042327,1.059023,0.953145,1.003242
P1,Frankfurt,G2,16,590.415,1331.46,1491.2352,2.2551,0.033982,0.662487,0.456778,0.038564,1.062443,0.950931,1.002375
P1,Frankfurt,G2,17,575.785,1296.05,1451.576,2.2509,0.033965,0.660943,0.45794,0.039033,1.061903,0.948715,1.004927
P1,Frankfurt,G2,18,595.585,1215.51,1361.3712,2.0409,0.03397,0.659459,0.457198,0.041033,1.062074,0.946585,1.003297
P1,Frankfurt,G2,19,614.195,1323.1,1481.872,2.1542,0.033948,0.658255,0.456377,0.041772,1.061363,0.944856,1.001498
P1,Frankfurt,G2,20,622.425,1312.7,1470.224,2.109,0.033904,0.656901,0.455695,0.040501,1.059985,0.942914,1.0
P2,London,baseline,1,410.38,622.07,622.07,1.5158,0.062237,0.799553,0.0,0.018872,1.0,1.0,0.0
P2,London,baseline,2,414.295,647.03,647.03,1.5618,0.061717,0.79946,0.0,0.01892,0.991645,0.999884,0.0
P2,London,baseline,3,394.375,589.02,589.02,1.4936,0.061195,0.799362,0.0,0.019672,0.983255,0.999761,0.0
P2,London,baseline,4,398.65,676.16,676.16,1.6961,0.060642,0.799563,0.0,0.018277,0.974381,1.000013,0.0
P2,London,baseline,5,407.655,629.29,629.29,1.5437,0.060189,0.799613,0.0,0.018829,0.9671,1.000075,0.0
P2,London,baseline,6,392.815,642.01,642.01,1.6344,0.059745,0.799548,0.0,0.01998,0.959964,0.999994,0.0
P2,London,baseline,7,411.73,621.13,621.13,1.5086,0.059365,0.799636,0.0,0.020436,0.953865,1.000104,0.0
P2,London,baseline,8,394.285,634.17,634.17,1.6084,0.058965,0.799543,0.0,0.018069,0.947436,0.999988,0.0
P2,London,baseline,9,401.795,587.08,587.08,1.4611,0.058593,0.79953,0.0,0.01954,0.941457,0.999972,0.0
P2,London,baseline,10,406.195,713.11,713.11,1.7556,0.058329,0.799425,0.0,0.020475,0.937214,0.999841,0.0
P2,London,baseline,11,401.155,650.32,650.32,1.6211,0.058083,0.799362,0.0,0.018331,0.933255,0.999762,0.0
P2,London,baseline,12,390.545,579.09,579.09,1.4828,0.057692,0.799281,0.0,0.01946,0.926968,0.99966,0.0
P2,London,baseline,13,407.51,660.1,660.1,1.6198,0.057318,0.799235,0.0,0.020554,0.920963,0.999603,0.0
P2,London,baseline,14,398.2,615.63,615.63,1.546,0.056996,0.79933,0.0,0.018306,0.915785,0.999721,0.0
P2,London,baseline,15,399.925,614.14,614.14,1.5356,0.056564,0.799068,0.0,0.01958,0.908846,0.999394,0.0
P2,London,baseline,16,402.71,638.17,638.17,1.5847,0.056245,0.799066,0.0,0.019105,0.903719,0.999391,0.0
P2,London,baseline,17,406.475,704.21,704.21,1.7325,0.055856,0.799244,0.0,0.020496,0.897477,0.999614,0.0
P2,London,baseline,18,393.405,601.23,601.23,1.5283,0.055726,0.799121,0.0,0.019692,0.895381,0.999459,0.0
P2,London,baseline,19,393.8,579.25,579.25,1.4709,0.055551,0.799239,0.0,0.020611,0.892568,0.999608,0.0
P2,London,baseline,20,392.34,635.08,635.08,1.6187,0.055376,0.799191,0.0,0.018912,0.889766,0.999547,0.0
P2,London,G0,1,459.115,1203.44,1504.3,2.6212,0.061885,0.791209,0.521435,0.044025,1.0,1.0,0.812122
P2,London,G0,2,459.735,1190.21,1487.7625,2.5889,0.060739,0.783068,0.529663,0.04687,0.981477,0.98971,0.824936
P2,London,G0,3,466.25,1162.57,1453.2125,2.4934,0.059499,0.775162,0.53664,0.044859,0.961433,0.979718,0.835803
P2,London,G0,4,474.065,1238.49,1548.1125,2.6125,0.058102,0.767746,0.54531,0.04756,0.938867,0.970346,0.849307
P2,London,G0,5,488.315,1276.38,1595.475,2.6138,0.056841,0.760575,0.550058,0.049103,0.91849,0.961282,0.856701
P2,London,G0,6,522.54,1334.31,1667.8875,2.5535,0.055545,0.753731,0.557722,0.052324,0.897537,0.952632,0.868639
P2,London,G0,7,511.385,1222.0,1527.5,2.3896,0.05428,0.746967,0.56459,0.053775,0.877097,0.944082,0.879335
P2,London,G0,8,511.475,1284.21,1605.2625,2.5108,0.053119,0.740618,0.570265,0.050864,0.858345,0.936059,0.888173
P2,London,G0,9,499.345,1204.29,1505.3625,2.4117,0.051935,0.734172,0.578862,0.054459,0.839214,0.927911,0.901564
P2,London,G0,10,531.525,1259.46,1574.325,2.3695,0.050759,0.728394,0.58397,0.0572,0.820214,0.920609,0.909519
P2,London,G0,11,515.68,1186.78,1483.475,2.3014,0.049737,0.72261,0.591335,0.055813,0.803702,0.913298,0.920989
P2,London,G0,12,522.435,1421.11,1776.3875,2.7202,0.048556,0.716849,0.59744,0.055449,0.784609,0.906017,0.930498
P2,London,G0,13,515.295,1260.58,1575.725,2.4463,0.047405,0.711386,0.603047,0.058133,0.766011,0.899113,0.939231
P2,London,G0,14,506.46,1317.75,1647.1875,2.6019,0.046323,0.706258,0.611017,0.055592,0.748521,0.892631,0.951644
P2,London,G0,15,509.97,1423.12,1778.9,2.7906,0.045268,0.701178,0.615388,0.059275,0.731488,0.886211,0.95845
P2,London,G0,16,524.77,1336.06,1670.075,2.546,0.044192,0.69657,0.622432,0.061715,0.714099,0.880386,0.969423
P2,London,G0,17,513.255,1432.43,1790.5375,2.7909,0.043147,0.692175,0.629135,0.059526,0.697204,0.874832,0.979862
P2,London,G0,18,519.87,1247.25,1559.0625,2.3992,0.042265,0.687563,0.632262,0.063498,0.682957,0.869003,0.984733
P2,London,G0,19,530.965,1405.24,1756.55,2.6466,0.041246,0.68349,0.637908,0.061359,0.666483,0.863855,0.993525
P2,London,G0,20,566.32,1432.2,1790.25,2.529,0.040325,0.679416,0.642065,0.065691,0.651611,0.858706,1.0
P2,London,G1,1,446.945,990.22,1188.264,2.2155,0.06199,0.793433,0.381762,0.028545,1.0,1.0,0.80929
P2,London,G1,2,445.97,1002.06,1202.472,2.2469,0.060998,0.787394,0.38796,0.030855,0.983989,0.992388,0.822428
P2,London,G1,3,456.57,942.66,1131.192,2.0647,0.059917,0.78163,0.392582,0.029204,0.96655,0.985125,0.832227
P2,London,G1,4,462.35,1032.43,1238.916,2.233,0.058699,0.776191,0.39948,0.030843,0.946909,0.97827,0.846849
P2,London,G1,5,472.39,1039.48,1247.376,2.2005,0.057578,0.770843,0.40287,0.030812,0.928822,0.971528,0.854036
P2,London,G1,6,496.545,1109.05,1330.86,2.2335,0.056468,0.765759,0.407682,0.03214,0.91092,0.965121,0.864238
P2,London,G1,7,490.085,1007.15,1208.58,2.0551,0.055328,0.760773,0.413327,0.033586,0.892522,0.958837,0.876204
P2,London,G1,8,491.915,1041.21,1249.452,2.1166,0.054252,0.755938,0.417005,0.033203,0.875166,0.952743,0.884
P2,London,G1,9,487.855,1006.03,1207.236,2.0621,0.053173,0.75108,0.424283,0.034667,0.857762,0.94662,0.899428
P2,London,G1,10,507.895,1055.2,1266.24,2.0776,0.052098,0.746777,0.42869,0.036427,0.840428,0.941197,0.908771
P2,London,G1,11,501.66,1054.79,1265.748,2.1026,0.051116,0.742382,0.43423,0.035372,0.824579,0.935657,0.920515
P2,London,G1,12,507.67,1172.25,1406.7,2.3091,0.05008,0.73799,0.4386,0.035353,0.807861,0.930123,0.929779
P2,London,G1,13,505.515,1082.34,1298.808,2.1411,0.049044,0.733832,0.442033,0.036772,0.791151,0.924882,0.937055
P2,London,G1,14,500.935,1123.22,1347.864,2.2422,0.048095,0.729803,0.44806,0.035444,0.775838,0.919804,0.949833
P2,London,G1,15,502.905,1137.56,1365.072,2.262,0.047124,0.725947,0.452345,0.03861,0.760181,0.914945,0.958917
P2,London,G1,16,517.04,1080.08,1296.096,2.089,0.046206,0.722335,0.456345,0.039559,0.745381,0.910392,0.967396
P2,London,G1,17,502.48,1227.54,1473.048,2.443,0.045242,0.718966,0.461143,0.038245,0.729823,0.906146,0.977566
P2,London,G1,18,509.525,1060.88,1273.056,2.0821,0.044401,0.715373,0.464822,0.04039,0.716264,0.901618,0.985368
P2,London,G1,19,526.275,1152.0,1382.4,2.189,0.043487,0.712112,0.468975,0.039254,0.701516,0.897507,0.99417
P2,London,G1,20,547.315,1196.35,1435.62,2.1859,0.042677,0.709031,0.471725,0.040883,0.68845,0.893624,1.0
P2,London,G2,1,434.12,778.12,918.1816,1.7924,0.062161,0.797454,0.260745,0.020019,1.0,1.0,0.842057
P2,London,G2,2,427.545,841.07,992.4626,1.9672,0.061481,0.795317,0.26427,0.021438,0.989055,0.997321,0.853441
P2,London,G2,3,436.21,812.04,958.2072,1.8616,0.060714,0.793294,0.267328,0.019918,0.976715,0.994784,0.863315
P2,London,G2,4,438.475,835.05,985.359,1.9044,0.059875,0.791574,0.272343,0.021498,0.963227,0.992628,0.87951
P2,London,G2,5,441.835,887.38,1047.1084,2.0084,0.059151,0.789795,0.273663,0.021308,0.951579,0.990397,0.883773
P2,London,G2,6,457.14,907.29,1070.6022,1.9847,0.058432,0.787902,0.275225,0.02107,0.940012,0.988023,0.888819
P2,London,G2,7,454.225,823.34,971.5412,1.8126,0.057711,0.786182,0.278563,0.021472,0.92841,0.985866,0.899597
P2,London,G2,8,452.755,839.49,990.5982,1.8542,0.056966,0.784329,0.280188,0.022086,0.916418,0.983543,0.904845
P2,London,G2,9,447.525,851.16,1004.3688,1.9019,0.056241,0.782623,0.284955,0.023106,0.904757,0.981402,0.920241
P2,London,G2,10,459.45,829.34,978.6212,1.8051,0.055514,0.781225,0.287218,0.02252,0.893067,0.97965,0.927548
P2,London,G2,11,445.89,815.22,961.9596,1.8283,0.054749,0.779637,0.29045,0.022563,0.880758,0.977658,0.937987
P2,London,G2,12,464.635,894.18,1055.1324,1.9245,0.053979,0.778223,0.293375,0.023498,0.868369,0.975885,0.947433
P2,London,G2,13,455.955,845.47,997.6546,1.8543,0.053331,0.776757,0.294503,0.023381,0.857955,0.974047,0.951074
P2,London,G2,14,453.92,854.36,1008.1448,1.8822,0.052742,0.775476,0.297515,0.022777,0.848473,0.972441,0.960803
P2,London,G2,15,458.365,884.51,1043.7218,1.9297,0.052065,0.774089,0.300132,0.025234,0.837577,0.970701,0.969256
P2,London,G2,16,464.335,901.16,1063.3688,1.9408,0.051579,0.772726,0.30196,0.024606,0.829768,0.968992,0.975158
P2,London,G2,17,445.875,891.37,1051.8166,1.9991,0.051016,0.771628,0.304107,0.023451,0.820702,0.967615,0.982093
P2,London,G2,18,460.875,851.63,1004.9234,1.8479,0.050439,0.770525,0.30727,0.024659,0.811423,0.966232,0.992306
P2,London,G2,19,465.65,921.95,1087.901,1.9799,0.049924,0.769652,0.307863,0.023888,0.803141,0.965137,0.994219
P2,London,G2,20,480.205,987.09,1164.7662,2.0556,0.049407,0.768581,0.309652,0.024737,0.794814,0.963794,1.0
